region,channel,service_type,plan_type,customer_type,address_verified,network_available,inventory_available,credit_check_passed,installation_required,monthly_charge,previous_failed_orders,order_result
East,Store,5G,Premium,New,1,1,0,1,0,197.25776862882032,0,0
North,Phone,5G,Premium,New,1,1,1,1,1,158.96737976095676,1,0
North,Online,DSL,Basic,Existing,1,1,1,1,1,153.36666590016483,0,0
North,Online,Fiber,Premium,New,0,1,1,1,0,133.37932247333762,0,0
West,Online,Fiber,Premium,New,1,1,1,1,1,176.92534328137447,3,0
West,Store,DSL,Basic,New,1,1,1,1,0,181.3550901224961,0,0
West,Store,Fiber,Basic,New,1,1,1,1,0,80.7289345857251,0,0
East,Store,5G,Standard,New,1,1,1,1,0,166.7170144708339,1,0
North,Phone,5G,Standard,New,1,1,1,1,0,66.45753471086184,0,0
North,Store,Fiber,Basic,Existing,1,1,1,1,1,103.15899087468539,2,0
West,Store,Fiber,Standard,New,1,1,1,1,0,186.38294244665343,1,0
North,Store,DSL,Standard,Existing,1,1,1,1,0,88.75205814017106,0,0
North,Store,DSL,Standard,New,1,1,1,1,0,109.08239914253835,0,0
South,Online,DSL,Basic,Existing,1,1,1,1,1,107.34577222101726,1,0
North,Phone,DSL,Premium,New,1,1,0,1,0,131.29859800175797,0,0
South,Online,DSL,Premium,Existing,1,1,1,1,1,173.4639621910187,0,0
North,Phone,DSL,Basic,Existing,1,1,1,1,0,127.53284469371586,1,0
East,Phone,5G,Basic,New,1,1,0,1,1,190.284282990223,1,0
West,Online,Fiber,Standard,Existing,1,1,1,1,0,179.95725065504746,1,0
South,Store,DSL,Basic,Existing,1,1,0,1,0,138.15124169615075,0,0
West,Online,5G,Basic,New,0,1,1,1,1,109.11288069124566,1,0
South,Phone,Fiber,Basic,New,1,1,1,1,1,91.95970436138394,2,0
South,Phone,Fiber,Basic,Existing,0,1,1,1,0,137.964754705862,0,0
South,Store,Fiber,Standard,New,1,1,1,1,0,169.35481278142188,1,0
East,Online,DSL,Standard,Existing,1,1,1,1,0,120.89090556572508,1,0
North,Phone,DSL,Basic,New,1,1,1,1,1,180.97993052381125,1,0
South,Online,DSL,Basic,Existing,1,1,1,1,0,86.0055431009472,0,0
East,Store,Fiber,Premium,Existing,1,1,1,1,1,177.56118293458562,1,0
South,Store,Fiber,Premium,Existing,1,1,1,1,0,146.21263743331417,0,0
North,Phone,5G,Basic,Existing,0,1,1,1,0,86.66041928098036,0,0
South,Store,5G,Premium,New,1,1,1,1,0,106.28656208466437,1,0
East,Phone,5G,Premium,Existing,1,1,1,1,1,46.13524722366806,1,0
North,Phone,5G,Standard,New,0,1,0,1,1,186.41291285658184,0,0
East,Store,Fiber,Standard,New,1,0,1,1,1,162.9386855650345,1,0
North,Store,DSL,Standard,Existing,0,1,1,1,1,137.55391707529373,2,0
North,Online,DSL,Premium,Existing,1,0,1,1,0,195.39115194133376,0,0
West,Online,DSL,Basic,Existing,1,1,1,1,1,187.50264462219147,0,0
West,Phone,DSL,Standard,Existing,1,1,1,1,0,186.66420484164536,4,0
West,Online,5G,Premium,New,1,1,1,0,0,88.61503857050684,0,0
North,Phone,Fiber,Basic,Existing,1,1,1,1,0,76.28015202593792,0,0
South,Store,DSL,Standard,Existing,1,1,1,1,0,158.989946026936,1,0
East,Store,Fiber,Premium,New,1,1,1,1,0,92.24128062935426,0,0
East,Online,5G,Standard,New,1,0,1,1,1,83.51914106981934,1,0
East,Phone,5G,Premium,Existing,1,1,1,1,1,80.40487945598935,1,0
West,Phone,DSL,Standard,Existing,1,1,0,0,1,51.072360434432,0,1
North,Online,DSL,Premium,Existing,1,1,1,1,0,155.93783279743766,1,0
West,Phone,5G,Basic,Existing,0,1,1,1,0,41.33140125770794,1,0
South,Phone,5G,Standard,Existing,1,1,1,1,0,130.34865508174812,1,0
North,Store,Fiber,Standard,Existing,1,1,1,1,0,82.66853431857515,1,0
East,Phone,5G,Premium,Existing,1,0,1,1,1,146.853449461083,0,0
West,Phone,Fiber,Basic,Existing,1,1,0,1,0,191.22800138990078,3,0
West,Phone,5G,Basic,Existing,1,0,1,1,0,150.57511167199098,0,0
South,Online,Fiber,Standard,Existing,1,1,1,1,0,100.53687564172145,0,0
South,Online,5G,Premium,New,1,1,1,1,1,68.50743429030013,0,0
West,Online,5G,Standard,New,1,1,1,1,0,94.24075894245176,0,0
South,Phone,Fiber,Premium,Existing,1,1,0,1,1,113.41085707795862,1,0
East,Phone,Fiber,Basic,Existing,1,0,0,1,0,180.94799337397507,0,1
South,Online,DSL,Standard,Existing,1,1,0,1,1,196.33023314259506,1,0
South,Online,DSL,Premium,Existing,1,1,1,1,1,188.38331529809818,0,0
West,Phone,5G,Basic,Existing,1,1,1,1,0,120.1030910524548,0,0
West,Phone,5G,Premium,New,1,1,1,1,1,115.46940663939317,1,0
North,Store,Fiber,Standard,Existing,1,1,1,1,0,83.48637704023893,2,0
North,Online,5G,Premium,New,1,1,0,1,0,100.81371017985303,1,0
West,Phone,DSL,Standard,Existing,1,1,1,1,0,186.7774877716274,0,0
South,Online,Fiber,Basic,Existing,1,1,1,1,1,177.84855498705656,2,0
South,Online,5G,Premium,Existing,1,1,1,1,0,63.52753243658082,1,0
North,Online,Fiber,Basic,Existing,1,1,1,1,1,96.74465442940843,0,0
North,Store,DSL,Basic,Existing,1,1,1,1,1,132.91495585286867,0,0
North,Phone,DSL,Standard,Existing,1,1,0,1,0,57.862362914771914,1,0
East,Phone,DSL,Standard,Existing,1,1,1,1,1,96.29890128169876,0,0
East,Online,5G,Basic,Existing,1,1,1,1,1,133.57015239317025,1,0
North,Phone,5G,Standard,New,1,1,1,1,0,112.26471388859812,2,0
South,Store,5G,Basic,Existing,1,1,1,1,1,178.25442739564642,0,0
North,Online,5G,Standard,Existing,1,1,0,1,1,135.09364225696348,2,0
East,Store,5G,Standard,Existing,1,1,1,1,1,147.38647083709736,1,0
South,Store,5G,Premium,Existing,0,1,1,1,0,124.39256977265956,1,0
East,Phone,DSL,Premium,Existing,1,1,1,1,0,89.39517058175169,0,0
South,Phone,DSL,Standard,New,1,1,1,1,0,134.96223912304822,2,0
East,Store,5G,Basic,Existing,1,1,1,1,0,199.6735958455273,0,0
South,Phone,DSL,Basic,New,1,1,1,1,1,72.10423251761249,0,0
South,Store,Fiber,Basic,New,1,1,0,1,0,155.7983905784231,0,0
South,Store,5G,Standard,Existing,1,1,1,1,1,153.92620215944135,0,0
South,Online,Fiber,Standard,New,1,1,1,1,1,164.84932567001948,1,0
West,Store,5G,Basic,Existing,1,0,1,1,1,110.00693660681671,0,0
East,Store,5G,Premium,New,1,1,0,1,0,41.71698858420555,2,0
East,Phone,DSL,Premium,Existing,1,1,0,1,0,184.66004310676135,1,0
West,Online,Fiber,Basic,New,1,1,1,1,0,81.26595561354719,0,0
South,Phone,DSL,Standard,Existing,1,1,1,1,0,104.15949999447234,2,0
South,Online,5G,Standard,New,1,1,1,1,1,172.88533594359987,0,0
East,Phone,Fiber,Basic,New,1,1,1,1,0,179.51129188069712,1,0
West,Store,5G,Premium,Existing,1,1,1,1,0,150.0575932015982,0,0
South,Online,DSL,Basic,New,1,1,1,1,0,110.35554844267297,0,0
South,Online,5G,Basic,New,1,1,1,1,0,143.1439934214015,1,0
South,Online,5G,Basic,New,1,1,1,1,1,109.06050643516743,1,0
North,Online,DSL,Premium,New,1,1,1,1,1,72.83447876107486,1,0
West,Phone,5G,Basic,Existing,1,1,1,1,1,94.0780262225819,0,0
South,Phone,Fiber,Premium,New,1,1,1,1,0,136.67072221470474,1,0
North,Online,DSL,Standard,Existing,0,1,1,0,1,53.72073372858502,1,1
West,Online,5G,Premium,Existing,1,1,1,1,0,43.39662755150981,0,0
South,Online,DSL,Premium,New,1,1,1,1,1,40.75462288433663,1,0
East,Phone,5G,Basic,New,1,1,1,1,0,57.94527339917417,1,0
North,Online,DSL,Standard,Existing,1,1,1,1,1,61.939505191155334,2,0
North,Online,DSL,Basic,Existing,1,0,1,1,0,148.16074795117575,0,0
South,Online,Fiber,Premium,Existing,1,1,1,1,0,104.74844434719421,1,0
South,Phone,DSL,Premium,New,1,1,1,1,0,47.14903822787864,1,0
North,Store,Fiber,Basic,New,1,1,0,1,0,70.19873311860087,1,0
East,Store,DSL,Standard,New,1,1,1,1,1,121.95091401430079,0,0
East,Phone,DSL,Premium,Existing,1,1,1,1,0,139.38954755308583,1,0
West,Store,5G,Premium,New,1,1,1,1,0,197.7078844103168,0,0
South,Online,5G,Premium,Existing,0,1,0,1,1,123.00906580733687,1,0
East,Online,5G,Standard,Existing,1,1,1,1,1,59.0350347833078,1,0
West,Phone,DSL,Basic,Existing,1,1,1,1,1,143.61242795690515,0,0
East,Phone,DSL,Standard,Existing,1,1,0,1,0,137.00610062841616,0,0
South,Store,Fiber,Standard,Existing,1,1,1,1,0,94.85617794632427,1,0
West,Store,Fiber,Premium,New,1,1,1,1,0,145.4027200945378,0,0
West,Online,Fiber,Standard,Existing,1,1,1,1,0,188.76453458442444,0,0
West,Phone,5G,Premium,New,0,1,0,1,1,43.192469639155,2,1
East,Store,5G,Standard,Existing,1,1,1,1,1,73.06154321237143,0,0
South,Store,Fiber,Standard,New,1,1,1,1,0,58.94647631671917,1,0
West,Online,DSL,Basic,New,1,1,1,1,0,152.8510449655937,0,0
North,Online,5G,Standard,Existing,1,1,0,1,1,145.78168047631897,0,0
South,Online,5G,Basic,New,1,1,1,1,0,54.98899817652999,0,0
North,Online,Fiber,Premium,New,0,0,0,1,0,61.67723790940444,0,1
North,Store,5G,Premium,Existing,1,1,0,1,0,176.34679642193657,1,0
West,Phone,Fiber,Basic,Existing,1,1,1,1,1,134.80125402050328,0,0
West,Phone,5G,Premium,Existing,1,1,0,1,0,121.65538759995027,1,0
East,Online,DSL,Premium,New,0,1,1,1,1,124.20306363622416,0,0
East,Online,DSL,Standard,New,0,1,1,1,0,66.45146951063472,2,0
East,Store,5G,Basic,New,1,1,1,1,1,103.65887151896663,2,0
South,Online,Fiber,Premium,Existing,1,1,1,1,0,133.17700245392427,0,0
East,Phone,5G,Basic,New,1,1,0,1,0,118.54335634355027,1,0
North,Online,Fiber,Standard,Existing,0,1,1,1,0,108.55940323003615,0,0
East,Phone,5G,Premium,Existing,1,1,1,1,1,85.62924821175648,0,0
West,Online,DSL,Premium,New,1,1,0,1,1,99.01010151402747,1,0
East,Online,DSL,Basic,New,1,1,1,1,1,148.29876974827985,0,0
South,Phone,5G,Premium,Existing,1,1,1,1,1,195.6255008758802,0,0
South,Store,5G,Basic,Existing,1,1,1,0,1,183.3721878321412,1,0
North,Store,5G,Premium,New,1,0,1,1,0,167.79471091108203,3,1
South,Online,DSL,Standard,Existing,1,0,1,0,1,154.1616031163473,0,1
East,Online,DSL,Standard,Existing,0,0,1,1,1,110.96579091595613,0,1
West,Phone,Fiber,Basic,New,1,0,1,1,1,103.05311107010068,1,0
South,Phone,5G,Premium,Existing,0,1,1,1,0,145.35748610159533,0,0
North,Online,5G,Premium,New,1,1,1,1,1,69.53841110171263,1,0
East,Phone,DSL,Basic,New,1,1,1,1,0,188.94424822344882,0,0
North,Store,5G,Standard,New,1,1,1,0,0,58.86726326768773,2,1
South,Store,Fiber,Standard,Existing,0,1,1,1,0,58.390958772229396,1,0
South,Phone,5G,Standard,New,1,1,1,1,1,69.25727617003177,0,0
North,Phone,DSL,Basic,New,1,0,1,1,0,51.22907419016148,0,0
East,Phone,5G,Standard,New,1,1,1,1,0,48.49747958171909,1,0
South,Store,DSL,Basic,New,1,1,1,1,1,64.3877531670246,0,0
West,Online,Fiber,Standard,New,1,1,1,0,1,92.40394321548207,0,0
South,Phone,Fiber,Standard,New,1,1,1,1,0,130.96799384986798,0,0
East,Phone,5G,Basic,Existing,1,1,1,1,1,126.41729973576022,0,0
South,Phone,5G,Premium,Existing,1,1,1,1,1,51.85570225240223,0,0
North,Online,DSL,Premium,Existing,1,1,0,1,0,151.80918041893628,3,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,0,86.86223863264246,2,0
South,Phone,Fiber,Standard,New,1,1,1,1,0,106.07882160245998,1,0
East,Store,Fiber,Standard,Existing,1,1,0,1,1,98.78496060067414,1,0
North,Phone,Fiber,Premium,Existing,1,0,1,1,0,119.25127157672806,1,0
East,Store,5G,Standard,Existing,1,1,1,1,1,45.249292773416116,1,0
South,Online,5G,Standard,New,1,1,1,1,0,70.93859630014096,1,0
West,Phone,DSL,Premium,New,1,1,1,1,0,64.59991256840743,3,0
South,Phone,Fiber,Basic,New,1,1,1,1,0,168.4657494832109,2,0
East,Store,5G,Premium,Existing,1,1,1,1,1,128.87182557602563,0,0
West,Online,5G,Premium,New,1,0,1,1,0,161.7038412292752,0,0
East,Online,Fiber,Basic,New,1,1,1,1,1,153.0148665378416,1,0
East,Store,5G,Standard,New,1,1,1,1,1,82.8147801041766,1,0
North,Online,DSL,Premium,Existing,1,1,1,1,0,121.67863529037604,0,0
West,Online,DSL,Premium,New,1,1,1,1,1,63.2059436468885,1,0
South,Online,Fiber,Standard,Existing,1,1,1,1,1,164.95956283902865,0,0
East,Online,DSL,Standard,Existing,0,1,1,1,1,72.77167572767489,0,0
South,Online,5G,Basic,New,1,1,1,1,1,197.56806305938164,0,0
North,Online,DSL,Standard,New,1,1,0,1,0,195.6707073353628,0,0
North,Online,5G,Premium,New,1,1,1,1,0,66.51900057642342,0,0
West,Online,Fiber,Standard,New,1,1,1,1,1,41.15843530425405,1,0
North,Phone,Fiber,Standard,Existing,0,1,0,1,0,58.727571442760066,0,0
North,Store,5G,Basic,Existing,1,1,1,0,1,105.39026376855776,1,0
South,Online,5G,Basic,Existing,1,1,1,1,0,164.7588191734216,1,0
North,Store,DSL,Premium,Existing,1,0,1,1,1,175.3565108600668,1,0
North,Online,5G,Premium,New,1,1,1,1,0,117.1983813460116,2,0
East,Online,Fiber,Standard,Existing,1,1,0,1,1,179.54271659762105,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,181.49415817766518,0,0
East,Store,DSL,Premium,New,1,1,1,1,0,136.56308500130564,0,0
North,Store,DSL,Standard,Existing,0,1,1,1,1,94.84971278035367,3,0
North,Phone,5G,Standard,New,1,1,1,1,1,159.1771042072887,1,0
West,Phone,DSL,Standard,New,1,1,1,1,1,147.25890152934358,0,0
West,Store,DSL,Basic,New,1,0,0,1,0,114.86029444120886,0,1
East,Online,Fiber,Basic,Existing,0,1,1,1,0,163.2071732007856,0,0
North,Online,5G,Standard,New,0,1,1,1,1,170.94367207315054,2,0
South,Store,Fiber,Basic,New,1,1,1,1,0,143.97386260539477,1,0
West,Online,Fiber,Basic,New,0,1,1,1,0,42.49885061269252,2,0
South,Phone,DSL,Basic,Existing,1,1,1,1,1,114.51374391328308,1,0
West,Phone,Fiber,Premium,Existing,0,1,1,1,0,109.86144283274,2,0
West,Phone,5G,Standard,New,0,1,1,1,0,183.01742890882565,1,0
North,Store,5G,Standard,Existing,1,0,1,1,0,121.64972833031676,0,0
West,Store,5G,Premium,Existing,1,1,1,0,1,99.9761623507525,0,0
South,Store,Fiber,Basic,Existing,1,0,1,1,1,90.0533762606861,0,0
West,Online,5G,Standard,Existing,1,1,1,1,0,135.44608886651838,1,0
East,Store,5G,Basic,Existing,1,1,1,1,0,51.39652485932827,0,0
North,Store,Fiber,Premium,New,1,1,1,1,0,180.09125210830203,1,0
North,Phone,Fiber,Basic,Existing,1,1,1,1,0,139.2532603295769,2,0
East,Online,Fiber,Premium,Existing,1,1,1,1,0,78.74801472773436,1,0
East,Online,Fiber,Premium,Existing,0,1,1,1,0,85.6791618507007,0,0
East,Phone,DSL,Basic,Existing,1,1,0,1,1,184.55259586231566,0,0
West,Online,Fiber,Basic,New,1,1,1,1,0,45.26990582654285,0,0
North,Store,Fiber,Standard,New,0,0,0,1,0,88.43233009791729,0,1
East,Online,5G,Premium,Existing,1,1,1,0,0,87.00529522268958,1,0
West,Phone,5G,Basic,New,1,1,1,1,0,159.32193329905962,0,0
East,Online,Fiber,Basic,Existing,0,1,1,1,0,72.5464143016327,1,0
South,Phone,Fiber,Standard,Existing,1,1,1,1,0,50.522098184195876,0,0
South,Store,Fiber,Standard,New,1,0,0,1,1,102.26721849561133,0,1
North,Store,5G,Standard,New,1,0,1,1,0,155.00482426934093,1,0
West,Phone,5G,Premium,Existing,0,1,1,1,1,49.51542581572813,0,0
South,Store,Fiber,Standard,Existing,1,0,1,1,0,67.46896292830104,1,0
South,Store,5G,Premium,New,1,1,1,1,0,141.1650725162055,1,0
West,Online,5G,Standard,Existing,1,1,1,1,1,153.0710839942733,1,0
East,Store,Fiber,Premium,Existing,1,1,0,1,1,40.346880975256774,1,0
West,Phone,5G,Standard,New,1,1,1,1,0,189.83615688547889,3,0
East,Store,Fiber,Premium,New,1,1,1,1,0,100.69796406754006,0,0
South,Online,DSL,Standard,New,0,1,1,1,0,97.85900356318463,1,0
South,Phone,DSL,Standard,Existing,1,1,1,1,1,174.14950516102277,0,0
South,Store,DSL,Basic,Existing,1,0,1,1,0,57.52968120463475,1,0
North,Store,5G,Premium,New,0,1,1,1,1,77.16883469909904,1,0
North,Store,DSL,Basic,New,1,1,1,1,0,176.6323374252534,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,0,130.1563322413904,0,0
West,Online,Fiber,Basic,Existing,1,1,1,1,1,138.44032461024307,0,0
South,Phone,DSL,Standard,Existing,1,1,1,0,1,88.88481186655396,1,0
South,Phone,5G,Basic,New,1,1,1,1,0,125.4827214853539,2,0
West,Online,DSL,Standard,New,1,1,1,1,0,174.37347440013772,1,0
North,Phone,5G,Premium,Existing,1,1,1,1,1,197.17180387953493,0,0
West,Phone,5G,Standard,Existing,1,1,0,1,0,102.13433306987427,2,0
North,Store,Fiber,Basic,Existing,0,1,1,1,0,65.66083877960858,1,0
South,Phone,5G,Premium,Existing,1,1,1,0,0,97.82624724139109,1,0
East,Store,5G,Basic,New,1,1,1,1,0,95.46382769522621,0,0
North,Phone,DSL,Standard,New,1,1,1,1,0,96.73894968348934,0,0
South,Store,Fiber,Standard,New,1,1,1,1,0,80.7076434714915,0,0
South,Store,5G,Basic,New,1,1,0,1,1,127.3712736670607,1,0
East,Store,DSL,Premium,New,1,0,1,1,1,195.0581563817944,0,0
South,Online,Fiber,Basic,Existing,0,1,1,1,1,48.485156034202404,0,0
South,Phone,5G,Standard,New,1,1,1,1,0,131.58820841506542,1,0
North,Phone,DSL,Premium,New,1,1,0,1,0,192.92821333187715,1,0
North,Phone,Fiber,Basic,New,1,1,1,1,0,107.38472969612273,1,0
East,Online,Fiber,Standard,Existing,1,1,1,1,0,127.26298401909372,3,0
East,Store,Fiber,Premium,Existing,1,1,0,0,1,57.3979274305558,1,1
South,Phone,Fiber,Basic,New,1,1,1,1,1,135.00339949623128,1,0
North,Online,5G,Premium,New,0,1,0,1,1,101.87262620046808,2,1
East,Online,5G,Standard,New,1,1,1,1,0,156.34088871292838,0,0
East,Phone,Fiber,Basic,New,0,1,1,1,0,120.00116271105856,1,0
West,Store,Fiber,Basic,Existing,1,1,0,1,0,57.162573404145434,2,0
East,Online,5G,Standard,New,1,1,1,1,0,65.32034621825146,0,0
South,Phone,DSL,Standard,New,1,0,1,1,0,181.3033270949495,0,0
North,Store,Fiber,Standard,New,1,1,1,1,0,135.76214128435166,1,0
East,Online,5G,Basic,New,1,1,1,1,1,51.22338802484716,0,0
West,Online,5G,Standard,Existing,0,1,1,1,0,88.8851254109663,0,0
North,Phone,DSL,Basic,New,1,0,1,1,1,161.12103244602247,0,0
East,Phone,5G,Basic,New,1,1,1,0,1,132.74232825572852,1,0
West,Store,Fiber,Premium,New,1,1,1,1,0,180.57624764633113,1,0
East,Phone,5G,Standard,New,1,1,1,1,0,85.91682959096077,1,0
North,Phone,Fiber,Standard,New,1,1,1,1,0,179.64928587017457,1,0
North,Store,5G,Premium,Existing,1,0,1,1,0,107.91709075384495,1,0
North,Phone,Fiber,Basic,Existing,1,0,1,1,0,195.29783947235475,0,0
South,Store,Fiber,Basic,New,1,0,1,0,0,175.6046360186299,0,1
East,Store,5G,Basic,Existing,0,1,0,1,0,187.47410728428594,0,0
South,Store,Fiber,Standard,New,1,0,1,1,0,173.73295220932337,2,1
North,Phone,5G,Basic,New,0,1,1,1,0,159.05924793728872,1,0
West,Store,5G,Premium,New,1,1,1,1,0,167.77266913810294,1,0
East,Phone,5G,Basic,New,1,1,1,1,1,129.2967142891177,0,0
South,Store,Fiber,Standard,New,1,1,1,1,0,102.64080066562117,1,0
East,Phone,5G,Standard,New,1,1,1,1,0,105.03457460127271,1,0
West,Store,DSL,Basic,Existing,1,1,1,1,1,108.56695267280767,1,0
South,Online,Fiber,Basic,New,1,1,1,1,1,120.78673518654037,1,0
North,Online,DSL,Standard,Existing,1,1,1,1,0,148.42907796185983,0,0
South,Online,DSL,Basic,Existing,1,1,1,0,0,98.5827141368678,1,0
East,Store,DSL,Premium,Existing,1,1,1,1,0,149.06902934826124,0,0
East,Phone,DSL,Standard,New,1,1,1,1,0,93.8188075076627,1,0
East,Store,5G,Basic,New,1,1,1,1,0,131.54816791174122,0,0
East,Store,DSL,Basic,New,1,1,1,1,0,145.44091977497652,1,0
North,Store,Fiber,Basic,New,1,1,1,1,0,102.70928317109765,0,0
South,Store,DSL,Premium,New,1,1,1,1,0,127.02979448880603,0,0
North,Phone,DSL,Standard,Existing,1,1,1,1,1,42.612357772548336,1,0
North,Store,DSL,Premium,Existing,1,0,1,0,0,116.16063950870031,0,1
North,Online,5G,Basic,New,1,1,1,1,1,171.40887897389428,1,0
East,Online,DSL,Premium,Existing,1,1,1,1,1,87.83063761609219,0,0
East,Online,DSL,Basic,Existing,1,1,1,1,0,82.52108111599401,2,0
East,Store,DSL,Basic,New,1,1,1,1,0,163.58604263064564,0,0
South,Phone,Fiber,Standard,New,0,0,0,1,1,91.3157655828602,0,1
West,Phone,5G,Standard,New,1,0,1,1,1,102.24694118403241,1,0
East,Phone,5G,Basic,Existing,1,1,1,1,0,171.4075502453943,2,0
South,Store,5G,Basic,Existing,1,1,1,1,1,50.28550729162852,0,0
East,Phone,Fiber,Basic,Existing,0,0,1,1,0,189.57181774664517,3,1
East,Online,DSL,Standard,Existing,1,1,0,1,1,71.5986879735671,1,0
North,Phone,Fiber,Standard,Existing,1,1,0,1,0,74.57433286735807,1,0
North,Store,5G,Basic,Existing,1,1,1,1,1,163.79780119131362,1,0
North,Store,5G,Standard,Existing,1,0,1,1,1,59.42645643112448,1,0
South,Phone,5G,Basic,New,1,1,1,1,0,62.52817222209085,0,0
West,Store,Fiber,Premium,Existing,1,1,1,1,0,54.62258748154939,3,0
West,Phone,5G,Standard,New,1,1,1,1,0,136.7967304081758,2,0
South,Phone,DSL,Basic,New,1,1,0,1,1,174.6715497541145,0,0
East,Online,Fiber,Premium,Existing,1,1,0,1,0,68.802050244334,2,0
South,Store,DSL,Basic,Existing,1,1,1,1,1,103.2061616485042,0,0
East,Online,5G,Premium,New,1,1,1,1,1,148.81347463953597,0,0
South,Store,5G,Standard,Existing,1,1,1,1,0,88.8265573471604,0,0
South,Phone,Fiber,Standard,New,0,1,0,0,0,71.0928383265162,0,1
South,Store,DSL,Basic,Existing,1,1,0,1,1,184.99784842465132,0,0
West,Phone,Fiber,Standard,Existing,1,0,1,1,0,152.42094931178735,0,0
North,Store,DSL,Standard,New,0,1,1,1,1,188.0436032366129,2,0
South,Online,5G,Premium,New,0,1,0,1,1,164.9784404609573,0,0
West,Online,Fiber,Standard,New,1,1,1,1,0,95.6635201358339,1,0
North,Phone,Fiber,Premium,New,1,1,1,1,0,44.07299900812184,0,0
North,Online,DSL,Premium,Existing,1,1,1,1,0,114.73075962381745,0,0
South,Phone,5G,Premium,New,0,1,1,1,0,98.75405116127354,0,0
East,Phone,5G,Standard,New,1,1,1,1,1,120.81098546571073,0,0
East,Phone,DSL,Basic,New,1,1,1,1,1,41.96767397980034,0,0
East,Store,DSL,Basic,Existing,1,1,0,1,0,125.34984471949261,0,0
South,Phone,DSL,Standard,Existing,1,1,1,1,0,106.08434316893188,2,0
East,Online,DSL,Premium,New,1,1,1,0,0,148.8505188429849,1,0
West,Store,DSL,Standard,Existing,1,1,1,1,1,83.06207700841045,2,0
West,Online,5G,Basic,New,1,1,1,1,0,171.02694023924303,0,0
West,Phone,5G,Premium,Existing,1,1,1,1,1,188.7735854125159,0,0
West,Phone,Fiber,Standard,New,1,1,1,1,0,66.49265251758395,0,0
North,Online,5G,Premium,New,0,1,1,1,1,143.43914033201588,0,0
West,Store,DSL,Premium,Existing,1,0,1,1,1,141.3725316567258,1,0
East,Online,5G,Basic,New,1,1,1,0,0,94.42820212632114,2,1
South,Phone,5G,Premium,New,1,0,1,1,0,58.196303561363166,3,1
East,Store,5G,Standard,New,1,1,1,1,0,146.99643473023747,0,0
West,Phone,Fiber,Premium,Existing,1,1,1,1,0,112.88226273631582,0,0
North,Phone,Fiber,Premium,Existing,0,1,1,1,0,70.59952626073132,0,0
West,Online,DSL,Standard,New,1,1,1,1,1,49.15984204630334,1,0
South,Phone,DSL,Basic,New,1,1,1,1,0,191.3681875811852,0,0
East,Online,Fiber,Basic,New,1,1,1,1,0,105.40881577073182,1,0
South,Store,5G,Standard,Existing,1,1,1,1,0,159.79685513132634,2,0
South,Phone,5G,Premium,New,1,1,1,1,1,61.84643949094543,0,0
South,Phone,Fiber,Standard,New,0,1,0,1,0,139.86998779077504,0,0
East,Store,DSL,Standard,New,1,1,0,0,1,44.00538919474087,1,1
West,Online,5G,Standard,Existing,1,1,1,1,0,107.57656571900645,0,0
South,Phone,DSL,Basic,New,1,1,1,1,1,79.27616541390265,3,0
East,Store,5G,Premium,Existing,1,1,1,1,0,93.66113702474456,1,0
North,Phone,DSL,Standard,New,1,1,1,1,1,139.86703609009282,1,0
East,Online,5G,Basic,New,1,1,1,0,1,96.77263820477515,1,0
North,Online,DSL,Basic,New,1,1,0,1,0,79.55309961282808,1,0
East,Online,DSL,Premium,Existing,1,0,1,1,0,154.34527790544763,0,0
West,Online,DSL,Standard,New,1,1,1,1,1,126.71727846042481,0,0
South,Store,Fiber,Premium,New,0,1,0,1,0,140.36828063154422,1,0
West,Phone,DSL,Standard,New,1,1,1,1,0,101.18188288153242,1,0
East,Store,Fiber,Basic,Existing,1,1,1,1,0,80.89151068833131,0,0
South,Online,Fiber,Basic,New,1,1,1,1,1,79.94482721151955,0,0
North,Online,DSL,Premium,New,0,1,1,0,1,198.76585519849914,1,1
East,Online,Fiber,Standard,New,1,1,1,0,0,146.56023183883144,0,0
South,Online,Fiber,Premium,Existing,0,1,1,1,0,55.99222278491304,2,0
North,Phone,Fiber,Standard,Existing,1,1,1,1,1,142.9236554066247,1,0
North,Online,5G,Premium,Existing,1,1,1,1,0,56.519169616689894,1,0
West,Phone,DSL,Basic,Existing,0,1,1,1,1,87.93359540082433,1,0
East,Online,Fiber,Premium,Existing,1,0,1,1,0,175.2807002755806,0,0
North,Phone,DSL,Standard,New,1,1,1,1,1,186.29717076203755,1,0
South,Phone,Fiber,Premium,Existing,1,1,1,1,1,177.6029440309672,1,0
North,Online,DSL,Standard,Existing,1,1,1,1,1,128.699551101731,0,0
North,Store,Fiber,Premium,Existing,1,1,0,0,1,112.49820044104095,0,1
West,Store,5G,Standard,Existing,1,0,1,1,0,79.31241938748809,0,0
West,Store,5G,Standard,Existing,1,1,0,1,0,167.7017637228858,0,0
South,Store,5G,Standard,Existing,1,1,1,1,1,139.64817175085366,1,0
West,Store,Fiber,Premium,New,1,1,1,1,0,124.7209437426544,0,0
North,Online,DSL,Premium,New,1,1,0,1,1,81.43813551932683,1,0
North,Online,Fiber,Basic,Existing,1,1,1,1,1,89.64838151692761,0,0
West,Online,5G,Standard,Existing,0,1,1,1,0,79.23001415681384,0,0
